"###Public_4###"
"ID","Date/Time","Action","Message","SSID","AP"
" 12728 ","2023-07-15 23:44:13","client-ip-detected","Client b4:b6:86:44:df:c8 had an IP address detected (by DHCP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12729 ","2023-07-15 23:44:13","auth-req","AP received authentication request frame from client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12730 ","2023-07-15 23:44:13","auth-resp","AP sent authentication response frame to client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12731 ","2023-07-15 23:44:13","assoc-req","AP received association request frame from client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12732 ","2023-07-15 23:44:13","assoc-resp","AP sent association response frame to client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12733 ","2023-07-15 23:44:13","DHCP-DISCOVER","DHCP DISCOVER from client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12734 ","2023-07-15 23:44:13","DHCP-OFFER","DHCP OFFER of IP 172.17.12.209 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client b4:b6:86:44:df:c8 from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12735 ","2023-07-15 23:44:13","DHCP-REQUEST","DHCP REQUEST for IP 172.17.12.209 offered by server 172.17.0.254 from client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12736 ","2023-07-15 23:44:13","DHCP-ACK","DHCP ACK for IP 172.17.12.209 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client b4:b6:86:44:df:c8 from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12737 ","2023-07-15 23:44:17","DHCP-DISCOVER","DHCP DISCOVER from client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12738 ","2023-07-15 23:44:17","DHCP-OFFER","DHCP OFFER of IP 172.17.12.209 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client b4:b6:86:44:df:c8 from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12739 ","2023-07-15 23:44:17","DHCP-REQUEST","DHCP REQUEST for IP 172.17.12.209 offered by server 172.17.0.254 from client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12740 ","2023-07-15 23:44:17","DHCP-ACK","DHCP ACK for IP 172.17.12.209 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client b4:b6:86:44:df:c8 from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12741 ","2023-07-15 23:44:17","client-authentication","Client d2:ea:ad:5b:b8:43 authenticated.","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12742 ","2023-07-15 23:44:18","client-ip-detected","Client d2:ea:ad:5b:b8:43 had an IP address detected (by DHCP packets).","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12743 ","2023-07-15 23:44:18","client-ip-detected","Client d2:ea:ad:5b:b8:43 had an IP address detected (by DHCP packets).","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12744 ","2023-07-15 23:44:18","client-ip-detected","Client d2:ea:ad:5b:b8:43 had an IPv6 address detected (by IP packets)","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12745 ","2023-07-15 23:44:18","client-ip-detected","Client b4:b6:86:44:df:c8 had an IP address detected (by DHCP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12746 ","2023-07-15 23:44:18","client-ip-detected","Client b4:b6:86:44:df:c8 had an IPv6 address detected (by ARP packets)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12747 ","2023-07-15 23:44:18","auth-req","AP received authentication request frame from client d2:ea:ad:5b:b8:43","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12748 ","2023-07-15 23:44:18","auth-resp","AP sent authentication response frame to client d2:ea:ad:5b:b8:43","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12749 ","2023-07-15 23:44:18","assoc-req","AP received association request frame from client d2:ea:ad:5b:b8:43","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12750 ","2023-07-15 23:44:18","assoc-resp","AP sent association response frame to client d2:ea:ad:5b:b8:43","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12751 ","2023-07-15 23:44:18","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.34 from client d2:ea:ad:5b:b8:43","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12752 ","2023-07-15 23:44:18","DHCP-ACK","DHCP ACK for IP 172.17.0.34 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client d2:ea:ad:5b:b8:43 from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12753 ","2023-07-15 23:44:19","DHCP6-SOLICIT","DHCP6 SOLICIT from client b4:b6:86:44:df:c8(00:00:00:00:00:00)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12754 ","2023-07-15 23:44:20","DHCP6-SOLICIT","DHCP6 SOLICIT from client b4:b6:86:44:df:c8(00:00:00:00:00:00)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12755 ","2023-07-15 23:44:22","DHCP6-SOLICIT","DHCP6 SOLICIT from client b4:b6:86:44:df:c8(00:00:00:00:00:00)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12756 ","2023-07-15 23:44:27","DHCP6-SOLICIT","DHCP6 SOLICIT from client b4:b6:86:44:df:c8(00:00:00:00:00:00)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12757 ","2023-07-15 23:44:27","client-leave-wtp","Client d2:ea:ad:5b:b8:43 leaves WTP.","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12758 ","2023-07-15 23:44:35","DHCP6-SOLICIT","DHCP6 SOLICIT from client b4:b6:86:44:df:c8(00:00:00:00:00:00)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12759 ","2023-07-15 23:44:37","client-authentication","Client c2:06:f7:8c:95:8d authenticated.","Bass Lake Public WiFi","BassLake_Office_AP"
" 12760 ","2023-07-15 23:44:37","client-ip-detected","Client c2:06:f7:8c:95:8d had an IP address detected (by ARP packets).","Bass Lake Public WiFi","BassLake_Office_AP"
" 12761 ","2023-07-15 23:44:38","auth-req","AP received authentication request frame from client c2:06:f7:8c:95:8d","Bass Lake Public WiFi","BassLake_Office_AP"
" 12762 ","2023-07-15 23:44:38","auth-resp","AP sent authentication response frame to client c2:06:f7:8c:95:8d","Bass Lake Public WiFi","BassLake_Office_AP"
" 12763 ","2023-07-15 23:44:38","reassoc-req","AP received reassociation request frame from client c2:06:f7:8c:95:8d","Bass Lake Public WiFi","BassLake_Office_AP"
" 12764 ","2023-07-15 23:44:38","reassoc-resp","AP sent reassociation response frame to client c2:06:f7:8c:95:8d","Bass Lake Public WiFi","BassLake_Office_AP"
" 12765 ","2023-07-15 23:44:42","client-authentication","Client bc:d0:74:52:f3:0a authenticated.","Bass Lake Public WiFi","BassLake_Office_AP"
" 12766 ","2023-07-15 23:44:43","auth-req","AP received authentication request frame from client bc:d0:74:52:f3:0a","Bass Lake Public WiFi","BassLake_Office_AP"
" 12767 ","2023-07-15 23:44:43","auth-resp","AP sent authentication response frame to client bc:d0:74:52:f3:0a","Bass Lake Public WiFi","BassLake_Office_AP"
" 12768 ","2023-07-15 23:44:43","reassoc-req","AP received reassociation request frame from client bc:d0:74:52:f3:0a","Bass Lake Public WiFi","BassLake_Office_AP"
" 12769 ","2023-07-15 23:44:43","reassoc-resp","AP sent reassociation response frame to client bc:d0:74:52:f3:0a","Bass Lake Public WiFi","BassLake_Office_AP"
" 12770 ","2023-07-15 23:44:52","DHCP6-SOLICIT","DHCP6 SOLICIT from client b4:b6:86:44:df:c8(00:00:00:00:00:00)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12771 ","2023-07-15 23:45:00","client-disconnected-by-wtp","Client b4:b6:86:44:df:c8 disconnected by WTP.","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12772 ","2023-07-15 23:45:00","client-authentication","Client b4:b6:86:44:df:c8 authenticated.","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12773 ","2023-07-15 23:45:01","auth-req","AP received authentication request frame from client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12774 ","2023-07-15 23:45:01","auth-resp","AP sent authentication response frame to client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12775 ","2023-07-15 23:45:01","assoc-req","AP received association request frame from client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12776 ","2023-07-15 23:45:01","assoc-resp","AP sent association response frame to client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12777 ","2023-07-15 23:45:03","client-disconnected-by-wtp","Client b4:b6:86:44:df:c8 disconnected by WTP.","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12778 ","2023-07-15 23:45:09","client-authentication","Client b4:b6:86:44:df:c8 authenticated.","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12779 ","2023-07-15 23:45:09","auth-req","AP received authentication request frame from client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12780 ","2023-07-15 23:45:09","auth-resp","AP sent authentication response frame to client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12781 ","2023-07-15 23:45:09","assoc-req","AP received association request frame from client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12782 ","2023-07-15 23:45:09","assoc-resp","AP sent association response frame to client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12783 ","2023-07-15 23:45:11","client-disconnected-by-wtp","Client b4:b6:86:44:df:c8 disconnected by WTP.","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12784 ","2023-07-15 23:45:11","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.21 from client 38:64:07:f6:02:2a","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12785 ","2023-07-15 23:45:11","DHCP-ACK","DHCP ACK for IP 172.17.0.21 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client 38:64:07:f6:02:2a from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12786 ","2023-07-15 23:45:12","client-ip-detected","Client bc:d0:74:52:f3:0a had an IP address detected (by ARP packets).","Bass Lake Public WiFi","BassLake_Office_AP"
" 12787 ","2023-07-15 23:45:17","client-authentication","Client b4:b6:86:44:df:c8 authenticated.","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12788 ","2023-07-15 23:45:17","auth-req","AP received authentication request frame from client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12789 ","2023-07-15 23:45:17","auth-resp","AP sent authentication response frame to client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12790 ","2023-07-15 23:45:17","assoc-req","AP received association request frame from client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12791 ","2023-07-15 23:45:17","assoc-resp","AP sent association response frame to client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12792 ","2023-07-15 23:45:19","client-disconnected-by-wtp","Client b4:b6:86:44:df:c8 disconnected by WTP.","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12793 ","2023-07-15 23:45:25","client-authentication","Client b4:b6:86:44:df:c8 authenticated.","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12794 ","2023-07-15 23:45:25","auth-req","AP received authentication request frame from client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12795 ","2023-07-15 23:45:25","auth-resp","AP sent authentication response frame to client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12796 ","2023-07-15 23:45:25","assoc-req","AP received association request frame from client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12797 ","2023-07-15 23:45:25","assoc-resp","AP sent association response frame to client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12798 ","2023-07-15 23:45:27","client-disconnected-by-wtp","Client b4:b6:86:44:df:c8 disconnected by WTP.","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12799 ","2023-07-15 23:45:30","client-authentication","Client c2:06:f7:8c:95:8d authenticated.","Bass Lake Public WiFi","BassLake_Office_AP"
" 12800 ","2023-07-15 23:45:30","auth-req","AP received authentication request frame from client c2:06:f7:8c:95:8d","Bass Lake Public WiFi","BassLake_Office_AP"
" 12801 ","2023-07-15 23:45:30","auth-resp","AP sent authentication response frame to client c2:06:f7:8c:95:8d","Bass Lake Public WiFi","BassLake_Office_AP"
" 12802 ","2023-07-15 23:45:30","reassoc-req","AP received reassociation request frame from client c2:06:f7:8c:95:8d","Bass Lake Public WiFi","BassLake_Office_AP"
" 12803 ","2023-07-15 23:45:30","reassoc-resp","AP sent reassociation response frame to client c2:06:f7:8c:95:8d","Bass Lake Public WiFi","BassLake_Office_AP"
" 12804 ","2023-07-15 23:45:30","client-ip-detected","Client c2:06:f7:8c:95:8d had an IP address detected (by ARP packets).","Bass Lake Public WiFi","BassLake_Office_AP"
" 12805 ","2023-07-15 23:45:33","client-authentication","Client b4:b6:86:44:df:c8 authenticated.","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12806 ","2023-07-15 23:45:33","auth-req","AP received authentication request frame from client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12807 ","2023-07-15 23:45:33","auth-resp","AP sent authentication response frame to client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12808 ","2023-07-15 23:45:33","assoc-req","AP received association request frame from client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12809 ","2023-07-15 23:45:33","assoc-resp","AP sent association response frame to client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12810 ","2023-07-15 23:45:35","client-ip-detected","Client b4:b6:86:44:df:c8 had an IP address detected (by SAVE packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12811 ","2023-07-15 23:45:35","client-ip-detected","Client b4:b6:86:44:df:c8 had an IPv6 address detected (by ARP packets)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12812 ","2023-07-15 23:45:36","DHCP6-SOLICIT","DHCP6 SOLICIT from client b4:b6:86:44:df:c8(00:00:00:00:00:00)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12813 ","2023-07-15 23:45:38","DHCP6-SOLICIT","DHCP6 SOLICIT from client b4:b6:86:44:df:c8(00:00:00:00:00:00)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12814 ","2023-07-15 23:45:39","DHCP-DISCOVER","DHCP DISCOVER from client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12815 ","2023-07-15 23:45:39","DHCP6-SOLICIT","DHCP6 SOLICIT from client b4:b6:86:44:df:c8(00:00:00:00:00:00)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12816 ","2023-07-15 23:45:40","client-ip-detected","Client b4:b6:86:44:df:c8 had an IP address detected (by DHCP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12817 ","2023-07-15 23:45:40","client-ip-detected","Client b4:b6:86:44:df:c8 had an IPv6 address detected (by ARP packets)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12818 ","2023-07-15 23:45:40","DHCP-OFFER","DHCP OFFER of IP 172.17.12.209 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client b4:b6:86:44:df:c8 from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12819 ","2023-07-15 23:45:40","DHCP-REQUEST","DHCP REQUEST for IP 172.17.12.209 offered by server 172.17.0.254 from client b4:b6:86:44:df:c8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12820 ","2023-07-15 23:45:40","DHCP-ACK","DHCP ACK for IP 172.17.12.209 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client b4:b6:86:44:df:c8 from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12821 ","2023-07-15 23:45:44","DHCP6-SOLICIT","DHCP6 SOLICIT from client b4:b6:86:44:df:c8(00:00:00:00:00:00)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12822 ","2023-07-15 23:45:48","client-authentication","Client c2:06:f7:8c:95:8d authenticated.","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12823 ","2023-07-15 23:45:48","client-ip-detected","Client c2:06:f7:8c:95:8d had an IP address detected (by ARP packets).","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12824 ","2023-07-15 23:45:48","auth-req","AP received authentication request frame from client c2:06:f7:8c:95:8d","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12825 ","2023-07-15 23:45:48","auth-resp","AP sent authentication response frame to client c2:06:f7:8c:95:8d","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12826 ","2023-07-15 23:45:48","reassoc-req","AP received reassociation request frame from client c2:06:f7:8c:95:8d","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12827 ","2023-07-15 23:45:48","reassoc-resp","AP sent reassociation response frame to client c2:06:f7:8c:95:8d","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12828 ","2023-07-15 23:45:49","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.67 from client c4:1c:ff:79:20:7d","Fire Station 2 Public WiFi","FS2_Hallway_Front"
" 12829 ","2023-07-15 23:45:49","DHCP-ACK","DHCP ACK for IP 172.17.0.67 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client c4:1c:ff:79:20:7d from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 2 Public WiFi","FS2_Hallway_Front"
" 12830 ","2023-07-15 23:45:52","DHCP6-SOLICIT","DHCP6 SOLICIT from client b4:b6:86:44:df:c8(00:00:00:00:00:00)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12831 ","2023-07-15 23:45:54","client-authentication","Client c2:06:f7:8c:95:8d authenticated.","Bass Lake Public WiFi","BassLake_Office_AP"
" 12832 ","2023-07-15 23:45:54","client-ip-detected","Client c2:06:f7:8c:95:8d had an IP address detected (by ARP packets).","Bass Lake Public WiFi","BassLake_Office_AP"
" 12833 ","2023-07-15 23:45:55","auth-req","AP received authentication request frame from client c2:06:f7:8c:95:8d","Bass Lake Public WiFi","BassLake_Office_AP"
" 12834 ","2023-07-15 23:45:55","auth-resp","AP sent authentication response frame to client c2:06:f7:8c:95:8d","Bass Lake Public WiFi","BassLake_Office_AP"
" 12835 ","2023-07-15 23:45:55","reassoc-req","AP received reassociation request frame from client c2:06:f7:8c:95:8d","Bass Lake Public WiFi","BassLake_Office_AP"
" 12836 ","2023-07-15 23:45:55","reassoc-resp","AP sent reassociation response frame to client c2:06:f7:8c:95:8d","Bass Lake Public WiFi","BassLake_Office_AP"
" 12837 ","2023-07-15 23:46:10","DHCP6-SOLICIT","DHCP6 SOLICIT from client b4:b6:86:44:df:c8(00:00:00:00:00:00)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12838 ","2023-07-15 23:46:20","client-authentication","Client bc:d0:74:52:f3:0a authenticated.","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12839 ","2023-07-15 23:46:21","auth-req","AP received authentication request frame from client bc:d0:74:52:f3:0a","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12840 ","2023-07-15 23:46:21","auth-resp","AP sent authentication response frame to client bc:d0:74:52:f3:0a","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12841 ","2023-07-15 23:46:21","reassoc-req","AP received reassociation request frame from client bc:d0:74:52:f3:0a","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12842 ","2023-07-15 23:46:21","reassoc-resp","AP sent reassociation response frame to client bc:d0:74:52:f3:0a","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12843 ","2023-07-15 23:46:24","client-authentication","Client d2:ea:ad:5b:b8:43 authenticated.","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12844 ","2023-07-15 23:46:24","auth-req","AP received authentication request frame from client d2:ea:ad:5b:b8:43","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12845 ","2023-07-15 23:46:24","auth-resp","AP sent authentication response frame to client d2:ea:ad:5b:b8:43","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12846 ","2023-07-15 23:46:24","assoc-req","AP received association request frame from client d2:ea:ad:5b:b8:43","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12847 ","2023-07-15 23:46:24","assoc-resp","AP sent association response frame to client d2:ea:ad:5b:b8:43","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12848 ","2023-07-15 23:46:24","client-ip-detected","Client d2:ea:ad:5b:b8:43 had an IP address detected (by IP packets).","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12849 ","2023-07-15 23:46:24","client-ip-detected","Client d2:ea:ad:5b:b8:43 had an IP address detected (by IP packets).","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12850 ","2023-07-15 23:46:24","client-ip-detected","Client d2:ea:ad:5b:b8:43 had an IPv6 address detected (by IP packets)","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12851 ","2023-07-15 23:46:25","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.34 from client d2:ea:ad:5b:b8:43","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12852 ","2023-07-15 23:46:25","DHCP-ACK","DHCP ACK for IP 172.17.0.34 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client d2:ea:ad:5b:b8:43 from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Bass Lake Public WiFi","BassLake_Conf_AP"
" 12853 ","2023-07-15 23:46:32","client-authentication","Client c2:06:f7:8c:95:8d authenticated.","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12854 ","2023-07-15 23:46:32","auth-req","AP received authentication request frame from client c2:06:f7:8c:95:8d","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12855 ","2023-07-15 23:46:32","auth-resp","AP sent authentication response frame to client c2:06:f7:8c:95:8d","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12856 ","2023-07-15 23:46:32","reassoc-req","AP received reassociation request frame from client c2:06:f7:8c:95:8d","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12857 ","2023-07-15 23:46:32","reassoc-resp","AP sent reassociation response frame to client c2:06:f7:8c:95:8d","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12858 ","2023-07-15 23:46:40","client-ip-detected","Client bc:d0:74:52:f3:0a had an IP address detected (by IP packets).","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12859 ","2023-07-15 23:46:40","client-ip-detected","Client bc:d0:74:52:f3:0a had an IP address detected (by IP packets).","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12860 ","2023-07-15 23:46:40","client-ip-detected","Client bc:d0:74:52:f3:0a had an IPv6 address detected (by IP packets)","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12861 ","2023-07-15 23:46:41","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.52 from client bc:d0:74:52:f3:0a","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12862 ","2023-07-15 23:46:41","DHCP-ACK","DHCP ACK for IP 172.17.0.52 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client bc:d0:74:52:f3:0a from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12863 ","2023-07-15 23:46:41","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.52 from client bc:d0:74:52:f3:0a","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12864 ","2023-07-15 23:46:41","DHCP-ACK","DHCP ACK for IP 172.17.0.52 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client bc:d0:74:52:f3:0a from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 12865 ","2023-07-15 23:46:44","DHCP6-SOLICIT","DHCP6 SOLICIT from client b4:b6:86:44:df:c8(00:00:00:00:00:00)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12866 ","2023-07-15 23:46:50","client-authentication","Client a0:6a:44:f3:c6:49 authenticated.","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12867 ","2023-07-15 23:46:50","client-ip-detected","Client a0:6a:44:f3:c6:49 had an IP address detected (by IP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12868 ","2023-07-15 23:46:50","auth-req","AP received authentication request frame from client a0:6a:44:f3:c6:49","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12869 ","2023-07-15 23:46:50","auth-resp","AP sent authentication response frame to client a0:6a:44:f3:c6:49","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12870 ","2023-07-15 23:46:50","assoc-req","AP received association request frame from client a0:6a:44:f3:c6:49","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12871 ","2023-07-15 23:46:50","assoc-resp","AP sent association response frame to client a0:6a:44:f3:c6:49","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12872 ","2023-07-15 23:46:50","DHCP-DISCOVER","DHCP DISCOVER from client a0:6a:44:f3:c6:49","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12873 ","2023-07-15 23:46:51","DHCP-OFFER","DHCP OFFER of IP 172.17.0.3 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client a0:6a:44:f3:c6:49 from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 12874 ","2023-07-15 23:46:51","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.3 offered by server 172.17.0.254 from client a0:6a:44:f3:c6:49","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
